,cast,genres,movie_id,original_title,overview
77,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind']","['Drama', 'Comedy', 'Animation']",150540,inside out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school."
78,"['Neel Sethi', 'Bill Murray', 'Ben Kingsley']","['Family', 'Adventure', 'Drama']",278927,the jungle book,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo."
79,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle']","['Adventure', 'Action', 'Science Fiction']",10138,iron man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies."
80,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth']","['Adventure', 'Fantasy', 'Drama']",58595,snow white and the huntsman,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest."
81,"['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley']","['Fantasy', 'Adventure', 'Action']",102651,maleficent,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well."
82,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman']","['Science Fiction', 'Action', 'Drama']",119450,dawn of the planet of the apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes."
83,"['Josh Hartnett', 'Simone Kessell', 'Tamsin Egerton']","['Action', 'Adventure', 'Science Fiction']",79698,the lovers,"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife."
84,"['Keanu Reeves', 'Hiroyuki Sanada', 'Kou Shibasaki']","['Drama', 'Action', 'Adventure']",64686,47 ronin,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors."
85,"['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson']","['Action', 'Adventure', 'Science Fiction']",100402,captain america: the winter soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier."
86,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']","['Comedy', 'Adventure', 'Fantasy']",10192,shrek forever after,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love."
87,"['Britt Robertson', 'George Clooney', 'Raffey Cassidy']","['Adventure', 'Family', 'Mystery']",158852,tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland."""
88,"['Scott Adsit', 'Ryan Potter', 'Daniel Henney']","['Adventure', 'Family', 'Animation']",177572,big hero 6,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes."
89,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer']","['Family', 'Animation', 'Comedy']",82690,wreck-it ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started."
90,"['Tom Hanks', 'Michael Jeter', 'Nona Gaye']","['Adventure', 'Animation', 'Family']",5255,the polar express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe."
91,"['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman']","['Action', 'Adventure', 'Science Fiction']",47933,independence day: resurgence,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction."
92,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson']","['Fantasy', 'Adventure', 'Animation']",10191,how to train your dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father"
93,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes']","['Action', 'Thriller', 'Science Fiction']",296,terminator 3: rise of the machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised."
94,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']","['Action', 'Science Fiction', 'Adventure']",118340,guardians of the galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser."
95,"['Matthew McConaughey', 'Jessica Chastain', 'Anne Hathaway']","['Adventure', 'Drama', 'Science Fiction']",157336,interstellar,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.
